COD_ASL,COD_STRUTTURA ,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ORDINARI_ACCREDITATI,TOT_POSTI_ALZHEIMER_ACCREDITATI,TOT_POSTI_ACCREDITATI,DENOM_GESTORE,P_IVA,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA/PRIVATA,ONLUS,WGS84_X,WGS84_Y,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,Comuni 2015 Polygon Semplificato Qgis
325,001445,FONDAZIONE SAN GIUSEPPE,VIALE LOCATELLI  6,016091,DALMINE,24044,BG,119,107,12,119,UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE,01818390302,VIA CIVIDINA 41/A,030129,UDINE,UD,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.60289995,45.64737965,"(45.64737965, 9.60289995)",5,5,1,566
326,001626,VILLAGGIO S. FRANCESCO,VIA DEL MARINAIO  2,017201,VILLANUOVA SUL CLISI,25089,BS,124,99,21,120,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.45826935,45.59936587,"(45.59936587, 10.45826935)",6,6,2,1112
322,002802,OPERA PIA ROSCIO ONLUS,VIA LANDOLFO DA CARCANO  5,013003,ALBAVILLA,22031,CO,80,80,0,80,OPERA PIA ROSCIO  ONLUS,01380320133,VIA ROSCIO 16,013003,ALBAVILLA,CO,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,SI,9.19490815,45.80459187,"(45.80459187, 9.19490815)",2,2,3,256
326,001476,RSA - FONDAZIONE CASA DI RIPOSO R.S.A PAOLO VI ONLUS,VIA ACHILLE PEDROCCA  7,017009,BAGNOLO MELLA,25021,BS,115,102,0,102,FONDAZIONE CASA DI RIPOSO - R.S.A. PAOLO VI ONLUS,00603240987,VIA ACHILLE PEDROCCA 7,017009,BAGNOLO MELLA,BS,FONDAZIONE,PRIVATO,SI,10.1795735,45.43245288,"(45.43245288, 10.1795735)",6,6,2,454
325,001264,FONDAZIONE RSA VAGLIETTI-CORSINI ONLUS,VICOLO OSPEDALE  2,016079,COLOGNO AL SERIO,24055,BG,67,67,0,67,FONDAZIONE RSA VAGLIETTI - CORSINI ONLUS,00781840160,VICOLO OSPEDALE 2,016079,COLOGNO AL SERIO,BG,FONDAZIONE,PRIVATO,SI,9.70810127,45.57978774,"(45.57978774, 9.70810127)",5,5,1,591
326,001479,RSA - FONDAZIONE CASA DI RIPOSO FRANCESCO E BENIAMINO PORTA,VIA GENERALE SOLDO  7,017120,NUVOLERA,25080,BS,32,32,0,32,CASA DI RIPOSO FRANCESCO E BENIAMINO PORTA,80013770179,VIA GENERALE SOLDO 7,017120,NUVOLERA,BS,FONDAZIONE,PRIVATO,NO,10.37164928,45.53166509,"(45.53166509, 10.37164928)",6,6,2,1381
327,001885,R.S.A. SAN PIETRO,VIA SAN PIETRO  28/B,020017,CASTIGLIONE DELLE STIVIERE,46043,MN,60,60,0,60,IL CAMMINO SRL,02245760208,VIA SAN PIETRO 28/B,020017,CASTIGLIONE DELLE STIVIERE,MN,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.48541534,45.39446788,"(45.39446788, 10.48541534)",9,9,4,980
326,001739,RSA - ARICI SEGA,VIA LUCIO FIORENTINI  19/B,017029,BRESCIA,25100,BS,120,80,40,120,FONDAZIONE BRESCIA SOLIDALE ONLUS,02912960982,VIA LUCIO FIORENTINI 19/B,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.26192857,45.51342644,"(45.51342644, 10.26192857)",6,6,2,812
327,001859,FONDAZIONE O.P. G. VEZZOLI,VIA CASTELLO  12,019086,ROMANENGO,26014,CR,63,56,0,56,FONDAZIONE O.P. OSPEDALE VEZZOLI,00895640191,VIA CASTELLO 12,019086,ROMANENGO,CR,FONDAZIONE,PRIVATO,NO,9.7840008,45.37689335,"(45.37689335, 9.7840008)",8,8,4,787
326,001686,RSA -PIO RICOVERO INABILI AL LAVORO,VIA PLUDA  10,017043,CASTENEDOLO,25014,BS,79,67,0,67,FONDAZIONE PIO RICOVERO INABILI AL LAVORO - ONLUS,03040990172,VIA CONIUGI PLUDA 10,017043,CASTENEDOLO,BS,FONDAZIONE,PRIVATO,SI,10.30245821,45.47443698,"(45.47443698, 10.30245821)",6,6,2,1137
322,000789,RESIDENZA MARIO E RINA MOLINA,VIA DELLA VITTORIA  12,012092,LUINO,21016,VA,60,60,0,60,FONDAZIONE GIOVENTÙ NOVA VILLA ROVERA MOLINA ONLUS,80001710120,VIA LUNGA 57,012008,BARASSO,VA,FONDAZIONE,PRIVATO,SI,8.74461295,46.00521493,"(46.00521493, 8.74461295)",1,1,3,868
321,000311,RESIDENZA S. MARTINO,VIA DON UBOLDI 40/42,015027,BOLLATE,20021,MI,147,126,21,147,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.1140502,45.53763764,"(45.53763764, 9.1140502)",4,4,8,164
324,001069,RESIDENZA VILLA SERENA,VIA DON ARTURO FAMAGALLI  5,097040,INTROBIO,23815,LC,63,63,0,63,A.S.A. ASSOCIAZIONE AL SERVIZIO DEGLI ANZIANI ONLUS,01952230132,VIA DON ARTURO FUMAGALLI 5,097040,INTROBIO,LC,ASSOCIAZIONE,PRIVATO,SI,9.4539821,45.9715143,"(45.9715143, 9.4539821)",10,10,5,1132
321,000069,ANGELINA E ANGELO POZZOLI,VIA RESEGONE  60,015118,LEGNANO,20025,MI,70,70,0,70,SAN FRANCESCO SOCIETA' COOPERATIVA SOCIALE,03343390963,VIA PREALPI 1/A,108035,NOVA MILANESE,MB,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.92317917,45.60556079,"(45.60556079, 8.92317917)",4,4,8,652
326,001611,RSA VILLA DI SALUTE,VIA OTTAVIANO MONTINI  37,017029,BRESCIA,25100,BS,120,120,0,120,FONDAZIONE PAOLA DI ROSA ONLUS,03338720174,VIA MORETTO 34,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.24128448,45.5668249,"(45.5668249, 10.24128448)",6,6,2,812
325,001298,CASA ALBERGO MARIA IMMACOLATA SOC.COOP.SOCIALE ONLUS,VIA BRASSOLINO  6,016047,CALVENZANO,24040,BG,79,75,0,75,CASA ALBERGO MARIA IMMACOLATA SOC.COOP.SOCIALE ONLUS,01871460166,VIA BRASSOLINO 6,016047,CALVENZANO,BG,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.59514232,45.49379078,"(45.49379078, 9.59514232)",5,5,1,702
327,001795,A. ZUCCHI E M. FALCINA,VIA GRAMSCI  7,019098,SORESINA,26015,CR,213,175,38,213,GRUPPO GHERON SRL,01574550339,VIA ARCHIMEDE 57,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.85459017,45.29000831,"(45.29000831, 9.85459017)",8,8,4,799
326,004852,RESIDENZA VITTORIA,VIA CALATAFIMI  1,017029,BRESCIA,25100,BS,116,116,0,116,VITTORIA S.R.L.,03534260983,VIA FRANCESCO LONATI 3,017029,BRESCIA,BS,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.21205268,45.54244699,"(45.54244699, 10.21205268)",6,6,2,812
322,000763,VILLAGGIO DEL FANCIULLO,VIA DEL VILLAGGIO  1,012138,VERGIATE,21029,VA,83,75,0,75,FONDAZIONE PADRE ORESTE CERRI ONLUS,02002290126,VIA DEL VILLAGGIO 1,012138,VERGIATE,VA,FONDAZIONE,PRIVATO,SI,8.6999399,45.72621035,"(45.72621035, 8.6999399)",1,1,3,251
326,001612,RSA - FONDAZIONE S. MARIA DEL CASTELLO ONLUS,VIA LAFFRANCHI  13,017039,CARPENEDOLO,25013,BS,124,117,0,117,FONDAZIONE S. MARIA DEL CASTELLO  ONLUS,85001050179,VIA LAFFRANCHI 13,017039,CARPENEDOLO,BS,FONDAZIONE,PRIVATO,SI,10.42864214,45.36559475,"(45.36559475, 10.42864214)",6,6,2,1136
325,001423,CASAMIA - VERDELLO,VIA XXV APRILE  9,016233,VERDELLO,24049,BG,100,100,0,100,VERDELLO  S.R.L.,07529000965,VIA SAN DONATO 97,001272,TORINO,TO,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.63436123,45.60612935,"(45.60612935, 9.63436123)",5,5,1,473
328,002103,FONDAZIONE VARNI AGNETTI,VIA ARDIVESTRA  3,018073,GODIASCO,27052,PV,88,84,0,84,FONDAZIONE  VARNI AGNETTI,01664350186,STRADA ARDIVESTRA 5,018073,GODIASCO,PV,FONDAZIONE,PRIVATO,NO,9.0602143,44.89501764,"(44.89501764, 9.0602143)",7,7,6,537
327,001773,FONDAZIONE INNOCENTA ZANETTI E ANGELO COMINELLI ONLUS,VIA GARIBALDI  67,020017,CASTIGLIONE DELLE STIVIERE,46043,MN,80,80,0,80,FONDAZ. INNOCENTA ZANETTI E ANGELO COMINELLI ONLUS,00522530203,VIA GARIBALDI 67,020017,CASTIGLIONE DELLE STIVIERE,MN,FONDAZIONE,PRIVATO,SI,10.49282612,45.38871837,"(45.38871837, 10.49282612)",9,9,4,980
322,000757,CASA S. ANGELO,VIA S. DONATO 2,012120,SESTO CALENDE,21018,VA,63,45,0,45,PROVINCIA ITALIANA SUORE MERCEDARIE,01139221004,VIA GARIGLIANO 86,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,NO,8.63241347,45.7294942,"(45.7294942, 8.63241347)",1,1,3,914
322,000719,FONDAZIONE DON CARLO GNOCCHI ONLUS - CENTRO SANTA MARIA AL MONTE,VIA NIZZA  6,012096,MALNATE,21046,VA,191,176,0,176,FONDAZIONE DON CARLO GNOCCHI ONLUS,12520870150,P.LE R. MORANDI 6,015146,MILANO,MI,FONDAZIONE,PRIVATO,SI,8.87848902,45.79488519,"(45.79488519, 8.87848902)",1,1,3,871
321,039494,RSA LAMBRATE,VIA GIULIO DARDANONI  7,015146,MILANO,20100,MI,80,,,0,3AMILANO  S.R.L.,02905530305,VIA VITTORIO VENETO 45,030129,UDINE,UD,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.24243506,45.48470498,"(45.48470498, 9.24243506)",4,4,8,623
328,002016,SAN FORTUNATO,VIA CAVOUR  6,018033,CASEI GEROLA,27050,PV,68,68,0,68,UNIVERSIIS SOCIETA' COOPERATIVA SOCIALE,01818390302,VIA CIVIDINA 41/A,030129,UDINE,UD,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,8.92654611,44.99259882,"(44.99259882, 8.92654611)",7,7,6,1106
321,000558,RSA PIO ALBERGO TRIVULZIO,VIA TRIVULZIO  15,015146,MILANO,20100,MI,590,434,156,590,AZIENDA DEI SERVIZI ALLA PERSONA ISTITUTI MILANESI MARTINITT E STELLINE E PIO ALBERGO TRIVULZIO,04137830966,VIA MAROSTICA 8,015146,MILANO,MI,AZIENDA DI SERVIZI ALLA PERSONA (ASP),PUBBLICO,NO,9.1435734,45.46515935,"(45.46515935, 9.1435734)",4,4,8,623
324,001000,CASA DI RIPOSO FONDAZIONE FRATELLI ENRICO E ANTONIO NOBILI - ONLUS,VIA RISORGIMENTO  12,097090,VIGANÒ,23897,LC,44,44,0,44,CASA DI RIPOSO FONDAZIONE FRATELLI ENRICO E ANTONIO NOBILI - ONLUS,00691680136,VIA RISORGIMENTO 12,097090,VIGANO',LC,FONDAZIONE,PRIVATO,SI,,,,,,,
321,004732,CASA FAMIGLIA,VIA VIVAIO  7,015146,MILANO,20100,MI,58,20,0,20,ISTITUTO DEI CIECHI DI MILANO,07731750159,VIA VIVAIO 7,015146,MILANO,MI,ENTE MORALE DI DIRITTO PRIVATO,PRIVATO,NO,9.2039877,45.46930727,"(45.46930727, 9.2039877)",4,4,8,623
327,001819,RSA I GIRASOLI,VIA M. K. GANDHI 1,020071,BORGO VIRGILIO,,MN,120,120,0,120,I GIRASOLI S.P.A.,01799680358,VIA DANUBIO 19,035033,REGGIO NELL'EMILIA,RE,SOCIETA' PER AZIONI,PRIVATO,NO,10.78264596,45.11762697,"(45.11762697, 10.78264596)",9,9,4,940
325,001411,FONDAZIONE DON STEFANO PALLA ONLUS,VIA MONTE SOLE  2,016164,PIAZZA BREMBANA,24014,BG,87,65,20,85,FONDAZIONE DON STEFANO PALLA ONLUS,02221610161,VIA MONTE SOLE 2,016164,PIAZZA BREMBANA,BG,FONDAZIONE,PRIVATO,SI,9.67836063,45.94729398,"(45.94729398, 9.67836063)",5,5,1,430
327,001871,R.S.A. IL GELSO,VIA MONTEBALDO  5,020015,CASTEL GOFFREDO,46042,MN,32,30,0,30,IL GELSO S.R.L.,12156120011,VIA PRINCIPE TOMMASO 36,001272,TORINO,TO,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.47019218,45.29298212,"(45.29298212, 10.47019218)",9,9,4,976
326,001534,RSA - FONDAZIONE MARTINELLI- GRANATA -PIANTONI ONLUS,VIA MARTINELLI  19,017059,COLOGNE,25033,BS,60,57,0,57,FONDAZIONE MARTINELLI GRANATA PIANTONI ONLUS,01473020178,VIA MARTINELLI 19,017059,COLOGNE,BS,FONDAZIONE,PRIVATO,SI,9.94144351,45.58354332,"(45.58354332, 9.94144351)",6,6,2,1310
327,001966,R.S.A. I TULIPANI,STRADA MARINA  1/B,020027,GONZAGA,46023,MN,80,80,0,80,I TULIPANI S.R.L.,02152450207,STRADA MARINA 1/B,020027,GONZAGA,MN,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,10.81954964,44.95654097,"(44.95654097, 10.81954964)",9,9,4,1045
327,001962,RSA FONDAZIONE SOLARIS,VIA XXIX LUGLIO  28,020061,SERMIDE,46028,MN,69,68,0,68,FONDAZIONE SALUTEVITA SERVIZI ALLA PERSONA ONLUS,02489040200,VIA XXIX LUGLIO 1848 28,020061,SERMIDE E FELONICA,MN,SOCIETÀ DI SERVIZI,PUBBLICO,NO,11.29527791,45.00761538,"(45.00761538, 11.29527791)",9,9,4,931
325,001263,CASA OSPITALE DON PIETRO ARESI ONLUS,VIA FACCHINETTI  2,016040,BRIGNANO GERA D'ADDA,24053,BG,72,72,0,72,CASA OSPITALE DON PIETRO ARESI ONLUS,01439770163,VIA FACCHINETTI 2,016040,BRIGNANO GERA D'ADDA,BG,FONDAZIONE,PRIVATO,SI,9.64567125,45.5461576,"(45.5461576, 9.64567125)",5,5,1,509
321,002508,ISTITUTO GERIATRICO P.REDAELLI,VIA G. LEOPARDI 3,015242,VIMODRONE,20090,MI,261,220,41,261,AZIENDA DI SERVIZI ALLA PERSONA GOLGI REDAELLI,04737420150,VIA BARTOLOMEO D'ALVIANO 78,015146,MILANO,MI,AZIENDA DI SERVIZI ALLA PERSONA (ASP),PUBBLICO,NO,9.28778177,45.51760325,"(45.51760325, 9.28778177)",4,4,8,669
322,000698,FONDAZIONE GIUSEPPE E GIULIANA RONZONI ONLUS,VIA DEGLI ORTI  14,012013,BESOZZO,21023,VA,62,62,0,62,FONDAZIONE  GIUSEPPE E GIULIANA RONZONI- ONLUS,00666710124,VIA DEGLI ORTI 14,012013,BESOZZO,VA,FONDAZIONE,PRIVATO,SI,8.66679863,45.84747598,"(45.84747598, 8.66679863)",1,1,3,221
321,000261,RSA CASTELLINI DI MELEGNANO,VIA CAVOUR  21,015140,MELEGNANO,20077,MI,352,312,38,350,FONDAZIONE CASTELLINI - ONLUS,03769650155,VIA CAVOUR 21,015140,MELEGNANO,MI,FONDAZIONE,PRIVATO,SI,9.32537768,45.3601758,"(45.3601758, 9.32537768)",4,4,8,635
321,000499,IL GELSO,VIA MILANO  51,015243,VITTUONE,20010,MI,120,120,0,120,AV VITTUONE S.R.L.,05944080968,VIA CAMPERIO 14,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATO,NO,8.94893935,45.48220576,"(45.48220576, 8.94893935)",4,4,8,733
328,004864,LA CASTELLANA,VIA SOLIGGIA  24,018066,GALLIAVOLA,27034,PV,26,,,0,SOCIETA' GEST-IM SRL,01442750186,VIA SOLIGGIA 24,018066,GALLIAVOLA,PV,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,8.81638919,45.09763074,"(45.09763074, 8.81638919)",7,7,6,1213
326,001482,RSA - TILDE E LUIGI COLOSIO,VIA BILINE 74/76,017163,RODENGO SAIANO,25050,BS,120,80,20,100,GENESI IMPRESA SOCIALE SOCIETA' COOPERATIVA SOCIALE ONLUS,03480310170,VIA BILINE 74/76,017163,RODENGO-SAIANO,BS,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,10.09610446,45.60081674,"(45.60081674, 10.09610446)",6,6,2,835
326,001544,RSA - FONDAZIONE CASA DI INDUSTRIA ONLUS,VIA VERONICA GAMBARA  6,017029,BRESCIA,25100,BS,130,96,34,130,FONDAZIONE CASA INDUSTRIA ONLUS,02505430989,VIA VERONICA GAMBARA 6,017029,BRESCIA,BS,FONDAZIONE,PRIVATO,SI,10.22750259,45.53862618,"(45.53862618, 10.22750259)",6,6,2,812
328,002074,FONDAZIONE CUSANI VISCONTI,VIA UMBERTO I  119,018048,CHIGNOLO PO,27013,PV,72,70,0,70,FONDAZIONE CUSANI VISCONTI ONLUS,00517440186,VIA UMBERTO I 119,018048,CHIGNOLO PO,PV,FONDAZIONE,PRIVATO,SI,9.48658943,45.15015453,"(45.15015453, 9.48658943)",7,7,6,1085
325,001272,RSA SAN SISTO,VIA COLOGNOLA AI COLLI 6-8-10,016024,BERGAMO,24100,BG,120,80,0,80,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
326,001641,RSA DI VIA VERONICA GAMBARA N. 20,VIA VERONICA GAMBARA  20,017125,ORZINUOVI,25034,BS,111,103,0,103,FONDAZIONI RIUNITE ONLUS DELLA BASSA BRESCIANA OCCIDENTALE,00726090988,VIA V. GAMBARA 20,017125,ORZINUOVI,BS,FONDAZIONE,PRIVATO,SI,,,,,,,
322,000845,FONDAZIONE MONS. GEROLAMO COMI ONLUS,VIA FORLANINI  6,012092,LUINO,21016,VA,184,127,44,171,FONDAZIONE MONS. G. COMI ONLUS,02191770128,VIA FORLANINI 6,012092,LUINO,VA,FONDAZIONE,PRIVATO,SI,8.74625371,45.99737254,"(45.99737254, 8.74625371)",1,1,3,868
327,001957,RSA SOMENZI,VIA BRESCIA  207,019036,CREMONA,26100,CR,124,81,40,121,AZIENDA SPECIALE COMUNALE CREMONA SOLIDALE,01310740194,VIA BRESCIA 207,019036,CREMONA,CR,AZIENDA SPECIALE DI ENTE LOCALE,PUBBLICO,NO,10.03779406,45.15174773,"(45.15174773, 10.03779406)",8,8,4,73
322,002832,RESIDENZA SANITARIA BELLAGIO,VIA LA MAZZINA  14,013250,BELLAGIO,,CO,150,130,20,150,COOPERATIVA SOCIALE E DI LAVORO OPERATORI SANITARI ASSOCIATI,01675771008,VIA LUCIO VOLUMNIO 1,058091,ROMA,RM,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.26248919,45.9740674,"(45.9740674, 9.26248919)",2,2,3,323
327,001948,FONDAZIONE SCARPARI FORATTINI ONLUS,VIA GARIBALDI  25,020060,SCHIVENOGLIA,46020,MN,100,79,15,94,FONDAZIONE  SCARPARI FORATTINI ONLUS,01317830204,VIA GARIBALDI 25,020060,SCHIVENOGLIA,MN,FONDAZIONE,PRIVATO,SI,11.06956079,44.99636106,"(44.99636106, 11.06956079)",9,9,4,930
325,001306,RSA ISTITUTO S. GIUSEPPE,VIA BELLAVISTA  3,016238,VILLA D'ADDA,24030,BG,230,190,30,220,ISTITUTO SAN GIUSEPPE DELLE SUORE ORSOLINE DI GANDINO,00660710161,VIA MASONE 20/A,016024,BERGAMO,BG,ENTE ECCLESIASTICO,PRIVATO,NO,9.46912343,45.71328541,"(45.71328541, 9.46912343)",5,5,1,1153
321,000530,ISTITUTO GERIATRICO MILANESE OPERA PASTOR ANGELICUS,VIA ARSIA  7,015146,MILANO,20100,MI,150,150,0,150,ISTITUTO GERIATRICO MILANESE  S.P.A.,12192560154,VIA P.A. PARAVIA 63,015146,MILANO,MI,SOCIETA' PER AZIONI,PRIVATO,NO,9.12788819,45.51564678,"(45.51564678, 9.12788819)",4,4,8,623
324,001176,RSA CASA CAMBIAGHI,VIA ARNALDO DA BRESCIA  10/A,108033,MONZA,20900,MB,62,62,0,62,FONDAZIONE DON ANGELO BELLANI - ONLUS,00987520962,VIA LIPARI 7,108033,MONZA,MB,FONDAZIONE,PRIVATO,SI,9.2661769,45.57947785,"(45.57947785, 9.2661769)",12,12,5,1482
327,004729,R.S.A. BONI 2,VIA CADORNA  4,020065,SUZZARA,46029,MN,80,80,0,80,FONDAZIONE LUIGI BONI ONLUS,01571920204,VIALE CADORNA 4,020065,SUZZARA,MN,FONDAZIONE,PRIVATO,SI,10.74423811,44.98813418,"(44.98813418, 10.74423811)",9,9,4,935
321,000266,CENTRO SANTA MARIA AL CASTELLO ONLUS,PIAZZA CASTELLO 20/22,015172,PESSANO CON BORNAGO,20060,MI,87,87,0,87,FONDAZIONE DON CARLO GNOCCHI ONLUS,12520870150,P.LE R. MORANDI 6,015146,MILANO,MI,FONDAZIONE,PRIVATO,SI,9.38518591,45.55133485,"(45.55133485, 9.38518591)",4,4,8,693
327,001901,RSA GIUSEPPE SERINI,VIA SANTUARIO  28/A,020054,SABBIONETA,46018,MN,60,60,0,60,C.S.A. COOPERATIVA SERVIZI ASSISTENZIALI SOCIETÀ COOPERATIVA SOCIALE,01697440202,VIA GELSO 8,020030,MANTOVA,MN,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,10.47428599,44.99350109,"(44.99350109, 10.47428599)",9,9,4,989
321,000054,ISTITUTO GERIATRICO VERGANI E BASSI,VIA LAZZARETTO  2,015108,GORGONZOLA,20064,MI,75,75,0,75,ISTITUTO GERIATRICO VERGANI E BASSI ONLUS,06034150158,VIA LAZZARETTO 2,015108,GORGONZOLA,MI,FONDAZIONE,PRIVATO,SI,9.40166522,45.52964815,"(45.52964815, 9.40166522)",4,4,8,644
327,001899,RESIDENZA SANITARIA ASSISTENZIALE DI ASOLA,VIA PARMA  14,020002,ASOLA,46041,MN,108,91,17,108,FONDAZIONE CASA DI RIPOSO DI ASOLA O.N.L.U.S. CENTRO SERVIZI PER GLI ANZIANI NON AUTOSUFFICIENTI E PER LE PERSONE IN DIFFICOLTA',01378680209,VIA PARMA 14,020002,ASOLA,MN,FONDAZIONE,PRIVATO,SI,10.41998593,45.21862775,"(45.21862775, 10.41998593)",9,9,4,1002
326,001663,RSA - CASA DI RIPOSO BERSABEA,VIA DANTE  15,017015,BERLINGO,25030,BS,25,20,0,20,DEL CENACOLO SOCIETÀ COOPERATIVA SOCIALE ONLUS,01685930172,VIA DANTE 15,017015,BERLINGO,BS,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,10.03202271,45.50234303,"(45.50234303, 10.03202271)",6,6,2,1
321,000551,CASA SANTA TERESA,VIA MANZONI  13,098030,LIVRAGA,26814,LO,50,50,0,50,ISTITUTO DELLE FIGLIE DI SANTA MARIA DELLA DIVINA PROVVIDENZA,01062811003,PIAZZA SAN PANCRAZIO 9,058091,ROMA,RM,ENTE ECCLESIASTICO,PRIVATO,SI,9.54909289,45.19339633,"(45.19339633, 9.54909289)",11,11,8,12
321,000514,RESIDENZA SANT'AMBROGIO,VIA LOPE DE VEGA  2,015146,MILANO,20100,MI,150,150,0,150,KOS CARE S.R.L.,01148190547,VIA DURINI 9,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.16259887,45.43887487,"(45.43887487, 9.16259887)",4,4,8,623
328,002105,RESIDENZA GIOVANNI AMODEO,VIA EDUARDO DE FILIPPO  3,018015,BORGARELLO,27010,PV,69,64,0,64,SCI MARO S.R.L.,13342710152,VIA BOSCOVICH 35,015146,MILANO,MI,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,9.13592727,45.24128909,"(45.24128909, 9.13592727)",7,7,6,1079
327,001837,CASA SOGGIORNO NOLLI PIGOLI,VIALE EUROPA  1,019095,SESTO ED UNITI,26028,CR,72,70,0,70,L'OASI - SOCIETA' COOPERATIVA  SOCIALE - ONLUS,02007000983,VIA PAVONI 33,017125,ORZINUOVI,BS,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATO,SI,9.91334764,45.17381944,"(45.17381944, 9.91334764)",8,8,4,796
326,001655,RSA - PIETRO BERETTA,VIA PARINI  14,017075,GARDONE VAL TROMPIA,25063,BS,106,90,0,90,FONDAZIONE DI CURA CITTÀ DI GARDONE VT - ONLUS,00724930987,VIA PARINI 14,017075,GARDONE VAL TROMPIA,BS,FONDAZIONE,PRIVATO,SI,10.18381066,45.67756348,"(45.67756348, 10.18381066)",6,6,2,1370
322,002953,IL RONCO - CENTRO GERIATRICO VALLINTELVESE - S.P.A.,VIA MADONNA DEL CARMINE  21,013254,,,CO,137,117,20,137,AV IL RONCO SPA,06369920969,VIA CAMPERIO 14,015146,MILANO,MI,SOCIETA' PER AZIONI,PRIVATO,NO,,,,,,,
322,002735,RESIDENZA SAN GIOVANNI,VIA ROMAGNOLI  6,013013,ASSO,22033,CO,37,37,0,37,FONDAZIONE OPERA PIA COLLEONI DE MAESTRI ONLUS,03690110154,VIA COLLEONI 5,015062,CASTANO PRIMO,MI,FONDAZIONE,PRIVATO,SI,9.26878085,45.86152736,"(45.86152736, 9.26878085)",2,2,3,263
322,002928,VALLE INTELVI,VIA LEM  2/A,013253,,,CO,73,73,0,73,SAN MICHELE S.R.L.,03578340139,VIA MOLINAROLO 1,013253,ALTA VALLE INTELVI,CO,SOCIETA' A RESPONSABILITA' LIMITATA,PRIVATO,NO,,,,,,,
326,001606,RSA - CASA DI RIPOSO DON ANGELO COLOMBO FONDAZIONE ONLUS,VIA ROSE  1,017188,TRAVAGLIATO,25039,BS,116,90,0,90,FONDAZIONE DON ANGELO COLOMBO O.N.L.U.S.,01998380172,VIA ROSE 1,017188,TRAVAGLIATO,BS,FONDAZIONE,PRIVATO,SI,10.07753666,45.52781225,"(45.52781225, 10.07753666)",6,6,2,895
326,001617,RSA - FONDAZIONE A. PASSERINI - CASA DI RIPOSO VALSABBINA ONLUS,VIA PASSERINI  8,017197,VESTONE,25078,BS,99,67,24,91,FONDAZIONE ANGELO PASSERINI - CASA DI RIPOSO VALSABBINA - ONLUS,01671590980,VIA PASSERINI 8,017197,VESTONE,BS,FONDAZIONE,PRIVATO,SI,,,,,,,
328,004829,VILLA GERLINA,STRADA GERLINA  15,018182,VOGHERA,27058,PV,41,0,0,0,ENTE RELIGIOSO SUORE BENEDETTINE DIVINA PROVVIDENZA,00491520185,VIA EMILIA 242,018182,VOGHERA,PV,ENTE ECCLESIASTICO,PRIVATO,NO,8.99787353,44.96414905,"(44.96414905, 8.99787353)",7,7,6,1448
