Ticket number,Issue Date 1,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4282743054,2016-05-22,100,,,CA,201612,,KIA,TK,BK,936 MCGARRY ST,00600,56,80.69B,NO PARKING,73,6488915.8,1832466.9
1110903231,2016-05-19,2025,,,CA,,,BMW,PA,BL,2511 S VETERAN AVE,00201,51,8058L,PREF PARKING,68,6431677.8,1835870
4283163404,2016-05-23,1049,,,CA,201612,,FIAT,PA,BK,6237 W DREXEL AVE W,00471,54,80.69BS,NO PARK/STREET CLEAN,73,,
4283221095,2016-05-23,2234,,,CA,201606,,FORD,CM,WT,1400 BONNIE BRAE ST,00600,56,80.56E4+,RED ZONE,93,6476552.3,1838657.7
4283337623,2016-05-23,1120,34,,CA,201704,,CHEV,PA,GO,6309 COLGATE AVE W,00471,54,80.58L,PREFERENTIAL PARKING,68,6451830.8,1847763.2
4283760585,2016-05-23,134,,,IN,,,FRHT,TK,WT,1301 MANHATTAN PL S,506A,51,80.69AA+,NO STOP/STAND,93,6467711.7,1839700.1
4283819341,2016-05-23,814,,,CA,201701,,JEEP,PA,BK,331 INDIANA AVE,00168,51,80.69BS,NO PARK/STREET CLEAN,73,6418080.3,1820489.6
4284091000,2016-05-23,1035,,,CA,,,CHRY,PA,BK,14333 BESSEMER STREET,00367,53,80.69BS,NO PARK/STREET CLEAN,73,6427061,1888528.3
4284382266,2016-05-23,1008,,,CA,201609,,FORD,PA,BL,17039 SAN JOSE STREET,00335,53,80.69BS,NO PARK/STREET CLEAN,73,6409412.6,1917803.3
4284396082,2016-05-23,1128,WV253,,CA,10,,ACUR,PA,GY,10900 LE CONTE AV,00154,51,88.13B+,METER EXP.,63,6426785.7,1845853.5
4284426753,2016-05-23,1604,V27610,,CA,201611,,DODG,PA,BK,1608 PACIFIC AVE S,00404,51,88.13B+,METER EXP.,63,6418525.8,1818220.6
4284537456,2016-05-23,1253,,,CA,201607,,CHRY,PA,GO,14533 SATICOY ST,00361,53,80.69BS,NO PARK/STREET CLEAN,73,6425739.8,1898547.7
4281085270,2016-05-24,2006,,,CA,201701,,HOND,PA,BK,1333 6TH ST E,00635,56,80.69AA+,NO STOP/STAND,93,6480943.9,1842828.6
4282729496,2016-05-24,1312,,,CA,,,CHEV,PA,WT,8600 HARVARD BLVD S,00500,55,80.69BS,NO PARK/STREET CLEAN,73,6468623.9,1807958.2
4282814572,2016-05-24,427,,,CA,,,OTHR,TR,RD,15640 PARTHENIA ST,00319,53,80.69AP+,NO STOP/STANDING,93,6418654.5,1905805
4283373883,2016-05-24,142,,,CA,201601,,FORD,PA,SL,3614 STOCKBRIDGE AVE,00600,56,5204A-,DISPLAY OF TABS,25,6512189.9,1854449.6
4283414424,2016-05-24,1211,,,CA,201701,,NISS,PA,BK,6822 LELAND WAY,00483,54,80.69BS,NO PARK/STREET CLEAN,73,6459017.4,1857834.4
4283486292,2016-05-24,851,,,CA,201611,,LEXS,PA,WT,445 HOOVER ST S,00451,54,80.69BS,NO PARK/STREET CLEAN,73,6475539.7,1851227.9
4283822244,2016-05-24,1643,HPL725,,CA,201610,,TOYT,PA,BK,131 AVENUE 57 N,00672,56,88.63B+,OFF STR/OVERTIME/MTR,58,6503225.4,1862414.8
4283998213,2016-05-24,1036,,,CA,201610,,NISS,PA,GY,11611 SAN VICENTE BOULEVARD,112R,51,80.56E1,WHITE ZONE,58,6416068.5,1841199.5
4283998235,2016-05-24,1054,,,CA,201010,,HOND,PA,WT,11701 GORHAM AV,112R,51,5204A-,DISPLAY OF TABS,25,6420501,1842362.9
4284098044,2016-05-24,1319,YO76,,CA,201701,,VOLK,PA,WT,1255 AVENUE 51 N,00674,56,88.13B+,METER EXP.,63,6499625.6,1866211.5
4284302212,2016-05-24,1246,,,CA,201610,,INFI,PA,WT,400 90TH ST W,00555,55,80.69BS,NO PARK/STREET CLEAN,73,6476352,1806154.9
4284334051,2016-05-24,1705,CB153,,MT,201703,,CHEV,PA,BK,1400 HOPE ST S,00600,56,88.13B+,METER EXP.,63,6480919.6,1836371.2
4284680072,2016-05-24,1302,,,CA,201603,,HOND,PA,GN,1420 88TH ST W,00552,55,80.69BS,NO PARK/STREET CLEAN,73,6470470.3,1807318.9
1110105150,2016-05-19,2016,,,CA,201607,,MINI,PA,SI,2333 FERN DELL,,36,8603,PK IN PROH AREA,68,,
1113995864,2016-05-23,1826,,,TX,201605,,GMC,PA,GY,10974 W PICO BLVD,00201,51,8070,PARK IN GRID LOCK ZN,163,6430871.9,1836702.5
4282445790,2016-05-25,840,,,CA,201611,,TOYT,PA,GN,326 47TH PL E,00500,55,80.56E4+,RED ZONE,93,,
4283331533,2016-05-24,2326,,,CA,201606,,TOYT,PA,RD,4701 MAPLEWOOD AVE,00402,54,80.56E4+,RED ZONE,93,6468733.5,1851597.6
4283497282,2016-05-25,902,,,CA,201612,,FORD,PA,GY,1200 HUDSON AVE,00142,51,80.69BS,NO PARK/STREET CLEAN,73,6459696.2,1841793
4283577340,2016-05-25,1928,101,,CA,201608,,SAA,PA,GY,1517 ROSALIA ROAD,00403,54,80.58L,PREFERENTIAL PARKING,68,6475012.5,1858337.8
4283886876,2016-05-25,1808,MM8,,CA,201611,,DODG,PA,BL,709 STANLEY AV S,205B,51,88.13B+,METER EXP.,63,6453847.9,1845233.6
4283964565,2016-05-25,2005,,,CA,4,,DODG,PA,GY,1431 LAS PALMAS AVE,00401,54,5200,DISPLAY OF PLATES,25,6459769.9,1857815.8
4284158255,2016-05-25,1109,,,CA,7,,NISS,PA,GY,5430 ROSEWOOD AVE W,00472,54,80.56E1,WHITE ZONE,58,6462821,1851271.9
4284292036,2016-05-25,1345,,,CA,201607,,JEEP,PA,GY,735 LOS ANGELES ST S,00686,56,22514,FIRE HYDRANT,68,6485609.3,1838046.8
4284708724,2016-05-25,1216,,,CA,,,NISS,PA,SL,11850 DEHOUGNE ST,00351,53,80.69BS,NO PARK/STREET CLEAN,73,6443313.4,1893880.6
1107233676,2016-05-14,1405,,,CA,,,DODG,PA,,WESTERN CYN RD/W OBS,,4,8603,PK IN PROH AREA,68,,
1114236476,2016-05-20,1655,,,NY,201609,,DODG,VN,GY,6902 HOLLYWOOD BLVD,00645,1,8056E4,RED ZONE,93,6458683.6,1859509.5
4282753134,2016-05-26,1218,,,CA,201501,,LINC,PA,WT,8556 CRANFORD AVENUE,57V,57,5204A-,DISPLAY OF TABS,25,,
4282783433,2016-05-26,807,,,CA,201602,,LEXS,PA,SL,4915 ELMWOOD AVENUE,57V,57,5204A-,DISPLAY OF TABS,25,,
4283533295,2016-05-26,1055,,,CA,201607,,NISS,PA,GY,9415 ANZAC AVE,00557,55,80.69BS,NO PARK/STREET CLEAN,73,,
4283685206,2016-05-26,1255,,1030,CA,201605,,SMRT,PA,WT,5708 WARING AVE,00487,54,80.69C,PARKED OVER TIME LIM,58,6464037.1,1853584.5
4283845941,2016-05-26,1144,,,IL,201612,,FORD,PA,BK,2811 PACIFIC AVE,908R,51,80.56E4+,RED ZONE,93,6420158.4,1815826.8
4283867350,2016-05-26,1228,,,CA,201609,,HOND,PA,GY,4252 WOODLAWN AVE,00547,55,80.69BS,NO PARK/STREET CLEAN,73,,
4283998806,2016-05-26,1216,,,CA,201511,,FORD,PA,BK,1522 SALTAIR AVE,00184,51,80.69BS,NO PARK/STREET CLEAN,73,6421763,1837445.1
4284124563,2016-05-26,2037,,,CA,201612,,HOND,PA,GY,1333 6TH ST E,00600,56,80.69AP+,NO STOP/STANDING,93,6480943.9,1842828.6
4284452292,2016-05-26,1127,TZ512,,CA,,,MERZ,PA,TN,18600 VENTURA BL,00381,53,88.13B+,METER EXP.,63,6398751.5,1884617.2
4281923822,2016-05-27,826,,,CA,7,,TOYT,PA,TN,442 LANDFAIR AVE,00901,51,80.69BS,NO PARK/STREET CLEAN,73,6424675.2,1847985.7
4283466902,2016-05-27,2124,,,CA,201703,,MAZD,PA,GY,1715 CAHUENGA BLVD,00402,54,80.69B,NO PARKING,73,6461905.2,1859642.9
4283495941,2016-05-27,1414,,,CA,201701,,TOYT,PA,GN,11800 TEXAS AVENUE,00111,51,80.69B,NO PARKING,73,6422045.8,1839455.7
4283661071,2016-05-27,1123,,,CA,201510,,CHRY,PA,SL,7400 MASON AVE,396A,53,5204A-,DISPLAY OF TABS,25,6386378.8,1897379.3
4283759255,2016-05-27,843,,,CO,,,GMC,PA,BL,5308 CLEON AVE,00356,53,80.69BS,NO PARK/STREET CLEAN,73,6450171.2,1883437.7
4284100800,2016-05-27,1230,,,CA,201702,,NISS,PA,SL,784 GLADYS AVE S,00665,56,80.69B,NO PARKING,73,6487202,1835704.7
4284324660,2016-05-27,1912,SC676,,CA,201702,,ACUR,PA,BK,13001 VENTURA BL,00330,53,88.13B+,METER EXP.,63,6435733.7,1875603.9
4284449665,2016-05-27,831,,,CA,201704,,TOYT,PA,SL,10932 WELLWORTH AVENUE,00144,51,80.69BS,NO PARK/STREET CLEAN,73,6427206.4,1843309.3
4284562450,2016-05-27,1527,LT212,,CA,201610,,HOND,PA,WT,335 3RD ST E,00673,56,88.13B+,METER EXP.,63,6486425.8,1841109.3
4284568013,2016-05-27,1412,,,CA,201703,,HYUN,PA,GY,12969 VENTURA BOULEVARD,00101,53,80.56E1,WHITE ZONE,58,6435943.2,1875561.2
4281507344,2016-05-31,1931,SC557,,CA,201703,,NISS,PA,GY,12800 VENTURA BL,00101,53,88.13B+,METER EXP.,63,6437145.3,1875316.5
4282815272,2016-05-31,1239,,,CA,201703,,TOYT,PA,BL,14326 KILLION ST,378R1,53,80.69BS,NO PARK/STREET CLEAN,73,,
4283230372,2016-05-31,648,,,CA,201705,,LEXS,PA,TN,1270 EXPOSITION BLVD,00500,55,22500F,PARKED ON SIDEWALK,68,,
4283289850,2016-05-31,1132,,,CA,201606,,MERZ,PA,BL,1338 MARTEL AVE N,00483,54,5200,DISPLAY OF PLATES,25,6455509.6,1857162
4283839862,2016-05-31,427,,,CA,201705,,HOND,PA,BK,658 18TH ST W,00500,55,80.69BS,NO PARK/STREET CLEAN,73,,
4283953052,2016-05-31,1131,WSV187A,,CA,201606,,TOYT,PA,WT,1200 AMHERST AV,00309,51,88.13B+,METER EXP.,63,6419795.4,1838514.8
4283988671,2016-05-31,1318,,,CA,201609,,FORD,VN,WT,1305 ORME AVE,00637,56,80.69A+,STOP/STAND PROHIBIT,93,6495897.6,1831348.9
4284148271,2016-05-31,822,,,CA,5,,HOND,PA,WT,8231 1ST ST W,00474,54,80.69BS,NO PARK/STREET CLEAN,73,6449934.5,1849615.9
4284178091,2016-05-31,1634,,,CA,201703,,NISS,PA,GY,617 BROADWAY,00600,56,80.56E2,YELLOW ZONE,58,6485251.8,1839368.9
4284405311,2016-05-31,1322,HO179A,,CA,201704,,HOND,PA,BK,1600 CAHUENGA BL,00483,54,88.13B+,METER EXP.,63,6461907.6,1858855.4
4284488294,2016-05-31,917,,,OK,,,FORD,TK,WT,1500 CLOVERDALE AVE,00145,51,80.69BS,NO PARK/STREET CLEAN,73,6454979.9,1839513.9
4284804366,2016-05-31,826,,,CA,201701,,TOYT,PA,GO,5754 HAZELTINE AVE,00365,53,80.69BS,NO PARK/STREET CLEAN,73,6428588.9,1886335.6
4284882265,2016-05-31,818,CB2223A,,CA,9,,GMC,VN,WT,744 SAN JULIAN ST S,00661,56,88.13B+,METER EXP.,63,6486475.4,1837252.4
4282149012,2016-06-01,1010,,,CA,201701,,TOYT,PA,SL,3720 CLAYTON AVE W,00448,54,80.69BS,NO PARK/STREET CLEAN,73,6478263.2,1859200
4282873066,2016-06-01,821,,,NY,,,HD,MC,BK,1212 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472457.2,1856602.5
4282920235,2016-06-01,1447,,,CA,7,,OTHR,TR,TN,12537 BARBARA ANN ST,00395,53,5204A-,DISPLAY OF TABS,25,6438683,1895498.1
4282974743,2016-06-01,1120,NH950A,,CA,,,LEXS,PA,BK,4300 TUJUNGA AV,378R1,53,88.13B+,METER EXP.,63,6447001.3,1876389.9
4283025972,2016-06-01,811,,,CA,201701,,LNDR,PA,WT,1214 NORTH NORMANDIE AVENUE,00444,54,5200,DISPLAY OF PLATES,25,,
4284002634,2016-06-01,2237,,,CA,201611,,FIAT,PA,OR,8505 SHERWOOD DR,00401,54,80.69B,NO PARKING,73,6447583.8,1853474.2
4284048171,2016-06-01,110,,,CA,201606,,TOYT,PA,GN,411 EAST 3RD STREET,00600,56,80.69BS,NO PARK/STREET CLEAN,73,6488286.1,1839649.9
4284099164,2016-06-01,928,HP56,,CA,201703,,MITS,PA,BL,5702 FIGUEROA ST N,00674,56,88.13B+,METER EXP.,63,,
4284590575,2016-06-01,1213,,,CA,11,,TOYT,PA,BK,3760 TULLER AVENUE,00301,51,80.69BS,NO PARK/STREET CLEAN,73,,
4284807111,2016-06-01,836,,,CA,,,JAGU,PA,WT,4606 7TH AVE,00541,55,80.69BS,NO PARK/STREET CLEAN,73,,
1109820806,2016-05-28,351,,,CA,201604,,VW,PA,BK,3201 RIVERSIDE,,36,000,6344,,6480565,1863500.7
4283676003,2016-06-02,1005,,,CA,201603,,NISS,PA,SL,10631 LINDLEY AVE,00334,53,80.69BS,NO PARK/STREET CLEAN,73,6402332.6,1918744.4
4283741943,2016-06-02,1205,,,CA,201509,,NISS,PA,BL,1154 37TH DR W,00500,55,80.69BS,NO PARK/STREET CLEAN,73,,
4283861750,2016-06-02,1307,,,CA,201703,,TOYT,PA,GY,1400 CARMELINA AVE,00111,51,80.69BS,NO PARK/STREET CLEAN,73,6420306.5,1836941.7
4284024765,2016-06-02,1036,,,CA,2,,CHEV,PA,BL,1800 CAMDEN AVE,00154,51,80.69BS,NO PARK/STREET CLEAN,73,6428075,1839705.5
4284101905,2016-06-02,745,,,CA,201611,,TOYT,PA,RD,810 SANTEE ST S,00665,56,80.56E4+,RED ZONE,93,6485368.4,1837471
4284412952,2016-06-02,915,CB2240,,CA,201702,,LEXS,PA,BK,1217 SAN JULIAN ST S,00684,56,88.13B+,METER EXP.,63,6484566.9,1834927.4
4285010192,2016-06-02,1107,,,CA,201602,,TOYT,PA,TN,5707 SOUTH SAN PEDRO STREET,00547,55,80.69BS,NO PARK/STREET CLEAN,73,,
4283687203,2016-06-03,1206,,,CA,201705,,DODG,PA,RD,984 SOUTH WESTMORELAND AVENUE,00456,54,80.69BS,NO PARK/STREET CLEAN,73,6474105.8,1841762.5
4284149494,2016-06-03,1405,LM827,,CA,201602,,HYUN,PA,BK,6900 MELROSE AV,00452,54,88.13B+,METER EXP.,63,6458232.8,1852924.4
4284526046,2016-06-03,810,,,CA,9,,HOND,PA,GY,321 NORTH HELIOTROPE DRIVE,00452,54,80.69BS,NO PARK/STREET CLEAN,73,6472164.6,1850386
4284567560,2016-06-03,850,,,CA,12,,FORD,PA,WT,1725 PURDUE AVENUE,00152,51,80.69BS,NO PARK/STREET CLEAN,73,,
4284567733,2016-06-03,1210,,,CA,201704,,TOYT,PA,BK,1756 CENTINELA AVENUE,00152,51,80.69BS,NO PARK/STREET CLEAN,73,6421651.1,1835024.1
4284768445,2016-06-03,850,,,CA,201703,,GMC,PA,BK,733 CENTRAL AVE S,00600,56,80.69B,NO PARKING,73,6488375.9,1835486.5
4284768541,2016-06-03,1101,,,IN,,,FRHT,CM,BL,403 SANTA FE AVE S,00600,56,22500H,DOUBLE PARKING,68,,
4284938571,2016-06-03,2225,,,CA,201608,,DODG,PA,WT,13631 VAN NUYS BOULEVARD,00316,53,80.69B,NO PARKING,73,,
4285088205,2016-06-03,1119,,,CA,201606,,HOND,PA,GO,8400 BROADWAY,00500,55,80.56E4+,RED ZONE,93,6477281.2,1809120.5
4283601836,2016-06-05,1810,,,FL,201705,,JEEP,PA,BK,6800 HAWTHORN AVE,00400,54,80.69AP+,NO STOP/STANDING,93,6459134.9,1859070.9
4284271062,2016-06-05,1001,,,CA,201610,,TOYT,PU,WT,2701 GUIRADO ST,00600,56,80.56E4+,RED ZONE,93,6497719.5,1834977.6
4284308954,2016-06-05,944,,,CA,201603,,VOLK,PA,BK,2366 PELHAM AVE,00205,51,22502A,18 IN. CURB/2 WAY,63,6433129.1,1838330.3
4285004975,2016-06-05,1202,WV103,,CA,1,,CHEV,PA,BK,1000 GAYLEY AV,00301,51,88.13B+,METER EXP.,63,6425985.2,1845233.3
1112190262,2016-06-02,2215,,,CA,201701,,NISS,PA,SI,500 WORLD WAY,3F52,2,8939,WHITE CURB,58,6439868.3,1802686.9
1112224120,2016-06-01,1800,,,CA,,,PONT,PA,BR,101 WORLD WAY,2B2,2,5200A,DSPLYPLATE A,25,6439737.8,1802687.4
4282585823,2016-06-06,1058,,,CA,201510,,GMC,PA,WT,214 DENNI ST W,00564,55,5204A-,DISPLAY OF TABS,25,,
4283569430,2016-06-06,905,,,CA,201604,,BMW,PA,BK,6054 ELEANOR AVE,00421,54,5204A-,DISPLAY OF TABS,25,6463729,1855234.4
4284025012,2016-06-06,1033,,,CA,5,,TOYT,PA,WT,2027 DUNSMUIR AVE,00171,51,80.69BS,NO PARK/STREET CLEAN,73,,
4284358864,2016-06-06,1246,,,CA,201612,,VOLK,PA,SL,116 SOUTH OCCIDENTAL BOULEVARD,00456,54,80.69BS,NO PARK/STREET CLEAN,73,,
4284491761,2016-06-06,1412,,,CA,201609,,CHEV,PA,BN,1791 SYCAMORE AVE N,00481,54,80.69BS,NO PARK/STREET CLEAN,73,6455687.9,1838336.5
4284896206,2016-06-06,1857,,,CA,201612,,DODG,TK,GY,11150 LEHIGH AVENUE,00316,53,80.69.2,COMM VEH OVER TIME L,78,,
4284926763,2016-06-06,1030,,,CA,201609,,MAZD,PA,GN,318 BREED ST N,00635,56,80.73.2,EXCEED 72HRS-ST,68,6497275.6,1837698
4284981606,2016-06-06,1155,,0913,TX,201601,,TOYT,PA,GN,11300 CUMPSTON ST,00355,53,80.69C,PARKED OVER TIME LIM,58,6447414.1,1884459.4
1112654303,2016-06-01,1120,,,CA,201504,,TOYO,PA,BK,6003 S BRYNHURST,01241,1,4000A1,NO EVIDENCE OF REG,50,,
4283689443,2016-06-07,1403,,,CA,201608,,HOND,PA,GO,2052 CITY VIEW AVE,00636,56,80.69BS,NO PARK/STREET CLEAN,73,6498126.1,1841686.8
4283862380,2016-06-07,1059,LM532,,CA,,,AUDI,PA,BK,7466 W BEVERLY BL,00470,54,88.13B+,METER EXP.,63,6454906.8,1850278.6
4284131283,2016-06-07,828,,,CA,201607,,FORD,PA,GO,501 HOOVER STREET,00455,54,80.69BS,NO PARK/STREET CLEAN,73,,
4284628250,2016-06-07,1823,,,CA,201704,,ACUR,PA,GY,1705 CHEROKEE AVE,00402,54,80.69B,NO PARKING,73,6460327.1,1859556.2
4284759360,2016-06-07,426,,,CA,201602,,HOND,PA,GO,845 69TH ST W,00500,55,5204A-,DISPLAY OF TABS,25,,
4284768762,2016-06-07,1148,,,CA,201611,,HOND,PA,GN,941 S BIRCH ST,00686,56,22500H,DOUBLE PARKING,68,6487973.8,1833428.6
4284888985,2016-06-07,1432,VH73A,,CA,201702,,FORD,PA,BK,1814 VERMONT AV N,00445,54,88.13B+,METER EXP.,63,6473338.3,1860306.8
4285070882,2016-06-07,756,,,CA,201703,,FORD,PU,SL,10206 STANFORD AVENUE,00500,55,80.69BS,NO PARK/STREET CLEAN,73,6482049.4,1802107
4285309055,2016-06-07,1708,,,CA,201610,,OTHR,MC,RD,2146 W COLORADO BL,6T8,56,80.56E4+,RED ZONE,93,6497124.1,1873053.5
4285324260,2016-06-07,212,,,CA,201609,,TOYT,PA,WT,214 8TH ST W,00600,56,80.69B,NO PARKING,73,6484782.2,1838195.1
4283123784,2016-06-08,1027,,,PA,201609,,LEXS,PA,BK,10723 PALMS BLVD,00184,51,80.69BS,NO PARK/STREET CLEAN,73,,
4283974155,2016-06-08,950,,,CA,201607,,FORD,PA,BK,1120 ALEXANDRIA AVE N,00482,54,80.69BS,NO PARK/STREET CLEAN,73,6471325.3,1855736.7
4284219531,2016-06-08,1026,,,CA,201701,,CHEV,PA,BL,4718 LA VILLA MARINA,161R,51,80.69BS,NO PARK/STREET CLEAN,73,6429111.8,1816024.9
4284489624,2016-06-08,1228,WS472,,CA,,,MERZ,PA,WT,11101 MASSACHUSETTS AV,00187,51,88.13B+,METER EXP.,63,6426638.5,1840524.5
4284546313,2016-06-08,945,,,NJ,201606,,VOLK,PA,SL,6682 SELMA AVE,00400,54,80.69B,NO PARKING,73,6459980.7,1858835.1
4284546335,2016-06-08,958,,,CA,201609,,CHEV,TK,BK,6700 SELMA AVE,00400,54,80.69B,NO PARKING,73,6459850.7,1858835.6
4284606804,2016-06-08,1011,,,CA,201704,,TOYT,PA,GN,300 14TH ST W,00651,56,80.56E2,YELLOW ZONE,58,6481622.5,1835780.3
4284637674,2016-06-08,1050,,,CA,201601,,HYUN,PA,SL,100 SANTA FE AVE S,00664,56,5204A-,DISPLAY OF TABS,25,6491201.5,1840025.4
4284788664,2016-06-08,1036,,,CA,12,,CHRY,PA,WT,A/F 5623 CARLTON WAY W,00441,54,80.69BS,NO PARK/STREET CLEAN,73,6467230,1859103.3
4284865491,2016-06-08,1210,,,CA,6,,DODG,PA,BL,7037 GLADE AVENUE,00372,53,80.69BS,NO PARK/STREET CLEAN,73,6377785.8,1895097.1
4284910361,2016-06-08,2256,201,,CA,201701,,PONT,PA,GY,5962 LEXINGTON AVE W,00402,54,80.58L,PREFERENTIAL PARKING,68,,
4284968365,2016-06-08,1159,WV26,,CA,201702,,TOYT,PA,BK,901 GAYLEY AV,00801,51,88.13B+,METER EXP.,63,6425913.4,1845844.3
4285099092,2016-06-08,1036,,,CA,201604,,MERZ,PA,WT,300 HAMPTON DR,00161,51,5204A-,DISPLAY OF TABS,25,6417090.7,1821459.1
4285328154,2016-06-08,750,,,CA,201612,,FORD,PA,BK,456 S KENMORE AVE,489R1,54,22514,FIRE HYDRANT,68,,
4283129723,2016-06-09,1123,W127,,CA,201606,,DODG,PA,GY,6101 98TH ST W,907R,51,88.13B+,METER EXP.,63,6442760.7,1803450.3
4283609013,2016-06-09,1129,,,CA,201608,,CHEV,PA,GY,4400 RAYMOND AVE,00500,55,80.69B,NO PARKING,73,6471341.1,1823859.6
4284133652,2016-06-09,1351,,,CA,201702,,HOND,PA,BK,4852 ELMWOOD AVE,00463,54,80.56E4+,RED ZONE,93,6467037.9,1851017.9
4284175840,2016-06-09,120,22,,CA,201608,,HOND,PA,BK,11108 OPHIR DR,504A,51,80.58L,PREFERENTIAL PARKING,68,6423784.7,1847789.4
4284175873,2016-06-09,200,,,CA,201610,,JEEP,PA,GY,424 LANDFAIR AVE S,504A,51,22502A,18 IN. CURB/2 WAY,63,6424556.2,1848103.3
4284415811,2016-06-09,1550,,,CA,6,,GRUM,TK,BN,601 NORTH GRAND AVENUE,00788,56,80.56E4+,RED ZONE,93,6487798.4,1844534
4284419882,2016-06-09,1016,L35,,NY,,,TOYT,PA,SL,201 LARCHMONT BL N,00478,54,88.13B+,METER EXP.,63,6463689.9,1848423.2
4284436704,2016-06-09,825,,,SD,201609,,TOYT,PA,GY,11871 WASHINGTON PL,00136,51,80.69BS,NO PARK/STREET CLEAN,73,6433219.2,1823705.4
4284621913,2016-06-09,1844,WSV258,,CA,,,BMW,PA,BL,1201 STONER AV,00111,51,88.13B+,METER EXP.,63,6421785.5,1840434
4284671834,2016-06-09,2030,157,,HI,201607,,LEXS,PA,OT,12715 LA MAIDA STREET,00315,53,80.58L,PREFERENTIAL PARKING,68,6437797,1880080.4
4284722724,2016-06-09,1218,,,CA,201610,,KIA,PA,SL,914 GRAND VIEW ST,00451,54,80.69BS,NO PARK/STREET CLEAN,73,6476494.7,1842139.8
4285262321,2016-06-09,808,,,CA,201607,,NISS,PA,BK,447 STATE ST S,00634,56,80.69BS,NO PARK/STREET CLEAN,73,6495479.5,1838108.6
4283132405,2016-06-10,1843,HP142,,CA,201703,,OTHR,PA,BK,100 AVENUE 59 N,00600,56,88.13B+,METER EXP.,63,6503851,1862640.3
4283738900,2016-06-10,228,,,CA,201611,,TOYT,PA,GY,7301 ENSIGN AVENUE,00300,53,22514,FIRE HYDRANT,68,6449353.6,1896478.4
4284818996,2016-06-10,1240,SL239,,CA,201705,,GMC,PA,GY,2701 SUNSET BL,00472,54,88.13B+,METER EXP.,63,6479795.8,1851798
4285542995,2016-06-10,838,,,CA,201607,,MERZ,PA,SL,10849 HUSTON ST,00356,53,80.69BS,NO PARK/STREET CLEAN,73,6450655.4,1880782.2
4284105781,2016-06-11,31,37,,CA,201607,,FORD,PA,WT,1633 ORANGE DR N,402,54,80.58L,PREFERENTIAL PARKING,68,6458312.4,1859071.2
1112195464,2016-06-05,324,,,CA,201608,,VOLK,PA,BK,380 WORLD WAY,3C195,2,8936,RED CURB,93,6439920.1,1802686.7
4282440805,2016-06-13,813,,,MX,,,NISS,PA,GY,8634 CEDROS AVE,00331,53,80.69BS,NO PARK/STREET CLEAN,73,,
4284133781,2016-06-13,1414,MM533,,CA,201605,,MAZD,PA,WT,301 LA BREA AV S,00491,54,88.13B+,METER EXP.,63,6457479.2,1847632
4284357836,2016-06-13,1511,,,CA,201610,,NISS,PA,SL,251 6TH ST E,00664,56,80.69A+,STOP/STAND PROHIBIT,93,6485474.7,1839331.3
4284399324,2016-06-13,1406,,,CA,201704,,MERZ,PA,GY,1201 BROCKTON AV,00405,51,80.56E2,YELLOW ZONE,58,6420751.5,1839436.9
4284429435,2016-06-13,1415,,1130,CA,201611,,TOYT,PA,BK,577B NORTH VENICE BLVD,908R,51,80.69C,PARKED OVER TIME LIM,58,6421237.5,1818669.3
4284541435,2016-06-13,1430,,,CA,8,,HNO,TK,WT,888 FIGUEROA ST S,00653,56,80.69A+,STOP/STAND PROHIBIT,93,6487458.7,1845985.8
4284553276,2016-06-13,1216,SV344,,CA,201703,,MITS,PA,WT,6201 SUNSET BL,00495,54,88.13B+,METER EXP.,63,6463662,1858208.4
4284689091,2016-06-13,433,,,NY,201705,,HYUN,PA,WT,4954 PINAFORE STREET,00101,55,6344K2,NO PARKING BETWEEN P,68,6454325.3,1827997.3
4284735383,2016-06-13,1230,,,CA,11,,OTHR,PA,BN,701 12TH ST E,00600,56,80.56E4+,RED ZONE,93,6484916.3,1834742.6
4284836286,2016-06-13,805,ED342,,CA,201610,,TOYT,PU,TN,931 PICO BLVD E,00686,56,88.13B+,METER EXP.,63,6485866.7,1833802
4284885371,2016-06-13,820,,,CA,201702,,NISS,PA,RD,950 57TH ST W,00546,55,80.69BS,NO PARK/STREET CLEAN,73,,
4284950132,2016-06-13,813,,,CA,201702,,KIA,PA,BL,1005 GRAND AVE S,00568,55,80.69BS,NO PARK/STREET CLEAN,73,6473445.9,1726105.5
4285084926,2016-06-13,213,,,CA,201605,,LEXS,PA,SL,1612 CAHUENGA BLVD,00401,54,80.69B,NO PARKING,73,6461907.4,1858936.9
4285268326,2016-06-13,915,,,CA,4,,TOYT,PA,GY,10900 BLK REMICK AVE,00341,53,80.69BS,NO PARK/STREET CLEAN,73,,
4285268411,2016-06-13,1241,,,CA,10,,NISS,PA,RD,14852 CHATSWORTH DR,00341,53,80.69BS,NO PARK/STREET CLEAN,73,6423849.2,1920356.9
4285291205,2016-06-13,815,,,CA,,,LEXS,PA,WT,1912 WHITLEY AVE,00465,54,80.69BS,NO PARK/STREET CLEAN,73,6460756.2,1861005.3
4285736206,2016-06-13,1225,,,AZ,,,FORD,PA,GY,3691 LENAWEE AVE,00500,55,80.69BS,NO PARK/STREET CLEAN,73,6447776.9,1829699.6
